,textdata_stemm,sentiment
11839,waspada bahaya ancam radikalisme terorisme masyarakat upaya cegah rang sebar radikalisme terorisme,1
11840,laksana rapat koordinasi lurah murus kota banjarmasin kait minta usul bebas syarat narapidana teroris kalsel kanwil kemenkumham kalsel faisol ali,2
11841,bu adam provokator orconun teki bu asagidaki fotolari ona attim ve blockladi,0
11842,rusuh kemaren provokator provokator ga suka ngeliat persib bagus provokator salah satu coba bentur management suppoter aja one man one flare tanding kemaren pu,0
11843,indonesia maju bijak perintah presiden ganjar ganjar bangun baik moga kalimantan te,1
11844,potong leher jalan kaki politik identitas,0
11845,gila anggota densus notabene pasu elit anti terorisme milik deret catat hitam sulit tangkap teroris anggota densus hobi judi jual informasi intelijen,0
11846,duh ribu warga lebak duga papar paham radikalisme,0
11847,nilai bela negara salah faktor tingkat sama wujud indonesia bebas sebar radikalisme mari jaga satu tingkat silaturahmi,1
11848,kuhp atur perintah ganti undangundang cipta kerja perppu uu cipta kerja harap positif dukung usaha lindung tenaga kerja,1
11849,jauh jaga matahari yg suka bumi karna jaraknyaa,2
11850,sie scheint der meinung zu sein das politik ein wunschkonzert ist und fakten keine geige spielen,2
11851,kanwil kemenkumham bal dorong wujud one village one brand kakanwil kemenkumham bal gelar koordinasi perintah kabupaten buleleng,2
11852,solusi miskin rapat amp,2
11853,perintah kota magelang upaya bantu sedia rumah layak huni warga program bantu kerap kendala lahan,1
11854,teroris kelas,0
11855,news geh doch bitte in die trkei wenn du die politik da so gut findest hast hier nix verloren,0
11856,apalaagi punya perintah banget,0
11857,kerja ngonten melulu cocok presiden youtubers,0
11858,densus tangkap duga teroris lampung utara,2
11859,bau bau surga,2
11860,aceh presiden resmi pabrik pupuk serah kur,1
11861,advances of ukraine except the lost of of their territory,2
11862,jaga harmonisasi dekat polri masyarakat,1
11863,rosiade maaf dapat politik jauh ya,2
11864,jalan rumah kotor akibat gali tanjungsari bogor km botim perintah turun tangan,0
11865,program perintah bagus maju bangsa negara dukung pulih ekonomi nasional sejahtera,1
11866,achmadi siapasiapa sales politik,0
11867,rakyat rakyat indonesia bayar hutang capres si yg kaum imigran yaman yg cari untung indonesia kecuali napi teroris hti fpi kelompok khilafuck yg donasi bayar,0
11868,umur masmasku jaga marwah harga tribun selatan,1
11869,orang papua asli cinta indonesia teroris papua cinta nkri oposisi cinta nkri beda orang orang firaun cinta rrc cinta tiongkok tionghoa cinta nkri tiongkok menghacurkan nkri rubah negara komunis,0
11870,polri provokator nih,0
11871,tolak radikalisme,1
11872,jd inget sambo yg sandiwara,2
11873,dukung bijak perintah perhati masyarakat dukung bijak per https,1
11874,not my bebel pasal anwar aiyoo isu politik dah habis laaaa taknak dengar plsss,0
11875,jateng lha perlu darurat krn kerja polri jaga aman,0
11876,yuk yuk kalo akunakun provokator gin report aja ga ditanggepin kasi anak hujat,2
11877,giat laksana rangka sinergitas jaksa negeri batu perintah kota batu forkopimda kendali inflasi daerah bentuk intervensi inflasi harga pangan kota batu,2
11878,wkwkwk mas kaspalis sungguh provokator tp emang nanggung kl cm step dasar yuk bs yuk,0
11879,giat partai perindo manfaat jaga stamina silaturahmi erat komunikasi keren,1
11880,as usual baca cerna balik mudah jaga waras,1
11881,radikalisme terorisme ancam nyata,0
11882,rakyat indonesia butuh sosial ganjar dukung bijak perintah tingkat ekonomi masyarakat,1
11883,wir brauchen weniger komplette vollidioten in der politik,0
11884,yg hrs plg cinta plg bangga amp,2
11885,innalilahi wa inna ilaihi rojiuun mari banyak baca sholawat asyghil bongkar perilaku simpang jahat laku tutup moga korban tuduh duga teroris,1
11886,masyarakat daerah istimewa yogyakarta dukung bijak perintah sejahtera masyarakat perintah kebiij,1
11887,provokator,0
11888,puan maharani nilai sosok usung calon presiden pilpres kader baik pdip puan salah tokoh baik nasional,1
11889,jaran jogja klitih masukke uu terorisme wae gen kapokgen ciduk densus,0
11890,mhd radikalisme sdh biar profesor pukimak yg nge twit jg masuk dalam,0
11891,radikalisme pelihara modhi mentang mentang dukung kuasa bantai muslim lupa ya kepung negara muslim,0
11892,dukung bijak perintah maju bangsa medan iphone,1
11893,primadona safari politik golkar menang alam,1
11894,biar negara pancasila ganti negara agama bangsa indonesia pecah konflik darah simpul pilih sosok politisasi agama dukung radikalisme agama,0
11895,chotimah sang provokator sebenernya,0
11896,bengkulu dukung perintah bengkulu,1
11897,ali sdh cap teroris negara media tetep pakai bahasa kkb hadeh kalah dgn media,0
11898,dukung perintah kadin umkm prioritas salam ktt asean,1
11899,fundamentalisme radikalisme dalam pikir,2
11900,ri teroris lembaga hukum tebang pilih,0
11901,ukrayna olayi ve bu cok ayri seyler ukraynaya yapacaklari bi bagis grubun politik gorusunu gosterir ve tartismalara yol acardi cun orada bi savas var ama bu tamamen dogal bir sey ve tam bi felaket buna yardim etmeyeceklerse,0
11902,ri polri lha klo sdh uu drafdpr perintah sengaja subur kacau jasa uang kah,0
11903,nggak mudheng dpr nggak ngerti pinjam perintah mekanisme apbn pikir nyusun apbn ya anggara masuk pinjam pinjam nggak masuk ta keluar stop,0
11904,sumatera utara dukung bijak perintah ganjar hasil program pulih ekonomi nasional sumatera,1
11905,polsek muara wis laksana layan buat skck polsek muara wis,2
11906,nama emanuel bela teroris sata erti dia yg dungu,0
11907,korban teroris radikalismega dibandingbanding periodedi jateng periode aja intoleran terorisme jamur,0
11908,fakta masyarakat masyarakat cerdas nilai mudah pengaruh provokator buzzer,2
11909,presiden ri harap tnipolri harap tindak tambang ekspor ilegal jaga industrialisasi hilir jalan antisipasi karhutla wujud produktivitas ekonomi kondusif,1
11910,terorisme faham khawarij,2
11911,politik bebas politik cari duduk netral pecah peperangan,0
11912,sis kukuh raja politik,2
11913,presiden kerja keras penuh prestasi ganjar memanang baik,1
11914,ucap sumpah setia nkri warga bina terorisme lapsuska pangku pertiwi,1
11915,,1
11916,emang provokator ya mz riko,0
11917,ayo kalah langkah teroris,0
11918,asmara beking si bocil nih ga main ya lhaaa ampuh je wani mobilisasi massa utk turun presiden,2
11919,milletvekiline bak provokator,0
11920,kia kepala biro tata perintah setda diy manfaat kia guna anak anak kia masyarakat oleh insetif tarik instansilembaga perintah daerah diy,1
11921,saddam hussein presiden rezim baath irak caplok provinsi khuzestan iran masoud rajavi pimpin kelompok munafik khalq takluk tehran kelompok teroris isis hancur kota iran,2
11922,perintah kadin hrus umkm maju sejahtera arsjad rasjid ketua kadin,1
11923,sby ahy terima kunjung presiden timor leste,2
11924,densus hasil tangkap sangka terorisme lampung,1
11925,mbeban beban provokator lantang,0
11926,ali org latih anak negara bingung bedain teroris ama kkb,2
11927,,2
11928,anggota teroris jamaah islamiyah lampung tangkap densus antiteror,2
11929,densus antiteror polri geledah rumah mertua sangka teroris jaring ji lampung barang sita geledah,2
11930,kkb teroris yg nyata tni polri fokus langkah kongkrit,1
11931,generasi muda sehat generasi muda waris jaya indonesia masa stop henti edar narkoba faham radikalisme,1
11932,angkat topi teman jaga marwah harga ale,1
11933,buku udah baca anatomi radikalisme indonesia,2
11934,cinta yg indah pasang kasih jujur jaga hati setia cinta tulus,1
11935,media rusia amerika serikat aku provokator perang rusia ukraina,2
11936,ganjar target presiden turun angka miskin,1
11937,program gubernur ajar upaya ganjar cegah radikalisme siswa,1
11938,tolak radikalisme,1
11939,bhabinkamtibmas laksana kunjung motivasi edukasi warga rangka jaga kamtibmas lingkung tolak bentuk radikalisme intoleransi aksi provokasi,1
11940,presiden ganjar baik bangun ganjar,1
11941,teroris papua,0
11942,friendless line mutualan yuk,2
11943,sabar bangaccount buzzer teroris gitu modus operandinya,0
11944,kunjung kerja sumatera utara presiden jokowi resmi terminal amplas medan sempat presiden tekan peran transportasi publik,1
11945,syadat kalah hormat akibat ganas radikalisme politis ayat mayat,0
11946,tanggulang teroris opmkkb koq gak kelar,2
11947,enam anggota teroris jaring ji tangkap densus daerah beda libat sembunyi dpo,2
11948,jaga sholat hal jaga perilaku,2
11949,saewad yg duga teroris tdk milik senjata sdh tangkap yg habis fungsi densus,0
11950,bah ahy lagiii anjlook terjun bebasssss hebat kl pilih sbg presiden ngareeeppp beleng beleng beleng beleng,0
11951,ali etika adab bs mudah sbg pimpin provokator,0
11952,kak spess hukum yap cek testi ya trusted,2
11953,presiden jokowi dorong kerja turun angka stunting,1
11954,perintah kpu ingat bahaya politikuang,0
11955,damit gibt frau esken zu dass die fast immer an der regierung beteiligten spd eine nderung der politik in richtung auslnderfeindlichkeit zumindest billigend in kauf genommen hat wren politische entscheidungen anders getroffen wo,0
11956,bahrawi nu garis tahan nkri tangkal paham radikalisme nu kuat nu solid radikalisme terorisme kasi ruang ayok dukung nu,1
11957,perintah kirim bantu manusia turki dansuriah,1
11958,presiden putin negara baik dunia rusia presiden selamat tinggal usaha asing tinggal rusia,2
11959,presiden pks ahmad dewan syuro majelis mazira syafaaturrosul saw hadir depok bersholawat pimpin langsung habib syech bin abdul qadir assegaf giat selenggara pimpin majelis mazira habib ghasim bin husin alattas,1
11960,so seymour hersh is lying,2
11961,menfess asli karna teroris nder trus jdi islampobia korea gra authornya boikot sma bnyak orng bgus deh ubah authornya ga batu lgi dlu smpet si authornya ga ngapus cerita,0
11962,anies kredibilitas melaksanakantunaikan janji apa janji pribadi ngga realisasi janji politikkampanye,0
11963,semangat lupa ngopi ganjar presiden baik,1
11964,,2
11965,radikalisme terorisme ancam nyata ayok lindung nkri,0
11966,daripad dokter genetik yg turun ad yg presiden wali kota,2
11967,ya silah juang utk presiden pks,2
11968,generasi milenial lawan terorisme radikalisme,1
11969,teroris loe bela ngomong aja aktivis jalan,0
11970,roz bgaimana anies dukung terorisme apkah senjata warga agama tuk mnghabisi agama radikal bgaimana brsikap radikal dukung barbarisme bayar seju,0
11971,kamis februari hadir rapim polri hotel sultan jakarta nara sumber menteri kepala lembaga perintah nonkementerian,2
11972,proyek ikn nusantara skema kerja perintah badan usaha kpbu nilai proyek huni nila rp triliun,1
11973,noel kecut keluar kalimat bahagia dukung teroris dukung rakyat sadar nkri baris,0
11974,kerja baik presiden indonesia,1
11975,partisipasi politik generasi milenial kabupaten kolaka,2
11976,kalo teroris islami ga pa,2
11977,sbb politik sanggup pitenah ye dosa mempitenah tu dri bunuh tiber,0
11978,loyalitas pimpin lembaga ceramah bumn rawan radikalisme dusta penghianat pancasila lingkung hayo bersihs kecuali,0
11979,yatuhansemoga selamatteroris basmi aman papua kkb the real teroris,0
11980,joman benalu anggota aja ya si noel yg notabene deket teroris munarman mah nusuk dr dlm,0
11981,selundup teroris suriah mudah ketimbang bantu manusia,0
11982,israel teroris,0
11983,ganjar buka layan cegah terorisme,1
11984,kemarin teman sangka terorisme,2
11985,presiden ganjar baik bangun ganjar,1
11986,kuhp atur perintah ganti undangundang cipta kerja perppu uu cipta kerja harap positif dukung usaha lindung tenaga kerja kemenkumham gorontalo heni susila wardoyo,1
11987,jalan trans papua salah wujud serius perintah bangun papua,1
11988,era jokowi media provokator,0
11989,kkb teroris,2
11990,gin cuk kl gt wacana turun presiden jg langgar hukum tp nyata hajar amp,0
11991,teroris papua kasih karpet merah kayak ginisebutannya anggota kriminal,0
11992,tegas komitmen perintah,1
11993,defol git lan burdan provokator musun nesin,0
11994,kangen soeharto mah yg ono mah teroris bawa buku buku agama,0
11995,unverstndlich warum immer die gleichen krawallmacher in talkshows eingeladen werden das ist schlimm jede woche oder politik talkshows das nervt inzwischen,0
11996,victor provokator rusuh papua,0
11997,tangkap adil manusia provokator,0
11998,fandomlar bir hi ama gruplar daha kotu ellerindeki gucu kullanmadklar icin bu deprem kendi ulkemiz icinde politiktir ama lkeler arasnda politik degildir sonuc olarak buyuk bir afet bu bir sey paylasmay brak ierik paylasmaktan cekinmiyorlar bile,0
11999,ngapain segan teroris aja kkb,0
12000,jd provokator copot tuh hijab nya,0
12001,ganjar pranowo dorong perintah indonesia kirim bantu manusia turki jeno childfree mas gibran bright air zhang hao ollie laras minji,1
12002,hamas udah cap teroris liga arab kadrun dukung hamas warga palestina pro israel,2
12003,role nya provokator sih,0
12004,karna umkm prioritas bahas ktt asean kadin butuh dukung perintah,1
12005,antisipasi resah masyarakat perintah turki luncur aplikasi lapor hoaks putar gempa bumi,1
12006,blk yalanini sikim senin provokator memleket icin bir civi cakmassiniz isiniz gucunuz yalan dolan amk basi neki kici ne olsun,0
12007,bisabisanya lawan gue dikunciin dalem bilang provokator,0
12008,keren banget sih perintah indonesia kerja presiden,1
12009,tutup rapim polri kapolri pasti kawal kebijakanpemerintah,2
12010,pasca bakar sandera pilot teroris kkb satgas ops damai cartenz korps brimob polri helikopter polri evakuasi kerja bangun distrik paro nduga,2
12011,ouch,2
12012,alir radikalisme koalisi anies sulawesi tenggara,0
12013,synod rat tudju vjeru moze samo provokator po tebi je ovo normalno,0
12014,inung tweet bilangin etika mentang bpk nya kuasa anak turun emang tdk yg salah etika contoh sby beliau jd presiden tdk anak family nya yg jd eksekutif,2
12015,aceh produksi meng export radikalismedan picu sentimen agama salah ustadz ulama ajar sesat malu,0
12016,devlet seni gzel not aliyor byle devam et aa babalarn bile kurtaramiyacak seni provokator kar,0
12017,ari management kamana ari anu ngahurungkeun flare carepet ari anu provokator kamar kamana tos sanksi larang masuk stadion umur hidup oge acan haha,0
12018,turun th gimana masak jabat nya lebih jatah presiden presiden aja th pilih nya,2
12019,ganjar target presiden turun angka miskin ekstrim,1
12020,masjid serang dr mahmut cengiz pakar terorisme george mason university analisis homeland security today aksiaksi talib ambil alih afghanistan agustus,0
12021,cieee jelekin densus dendam nih kadrun teroris yg ditangkep,0
12022,ruang toleransi tumbuh subur gera separatis terorisme bumi pertiwi khususny papua,0
12023,provokator anjing persahabata erat persija amp,0
12024,baik tangkap teroris kkb kategori teroris negara kecam nama teroris aparat aman perintah tangkap,2
12025,dagang perintah atas naik harga pangan via id,0
12026,teroris real,0
12027,perintah kirim bantu manusia turki dansuriah,1
12028,pemkot surakarta putus revitalisasi kawasan keraton surakarta revitalisasi keraton surakarta gerbang gladak iring komitmen perintah daerah menteri pupr proyek,2
12029,sajak pasu ban serep berantas teroris papua bubarin aji jagain dangdut,0
12030,perintah aceh dorong warga angkat kerja tingkat terampil negara lapang kerja dukung bijak perintah,1
12031,ngentot loe provokator anjing,0
12032,terorisitu perilaku terorisbukan kkb kkb cocok sekaliteroris bina kaum elit,0
12033,cermin toleransi wakil kota cirebon jaga kondusivitas tingkat jahat turun berkat kondusivitas forkopimda ridwan kamil,1
12034,rabu yuk baca artikel baru blog mamamama bayi nih pilih probiotik bayi memang ya probiotik lho jaga sehat bayi salah pilih ya via hamsa,1
12035,daya saing ulama nu dakwah ikut zaman doktrin radikalisme lalu media social,1
12036,sebenernya penting politik sih nay data disalahgunakan kalo twitter engga,0
12037,teroris demokrasi,0
12038,yantie sauya jabar mana pks mayoritas intoleran radikalisme tumbuh subur,0
12039,na desni je provokator tom,0
12040,ridwan kamil jawa barat hadir kurikulum antiradikalisme antiterorisme sma smk,1
12041,jokowi presiden baik indonesia,1
12042,nenek moyang lo abu jahal nyembah berhala kadrun teroris suka bawa ulama turun abu jahal suka bajak nama ulama,0
12043,dar ingetin aja pimpin yg tulus utk rakyat serah ente do kalo mao nyusul terus fitnah cacimaki presiden indonesia yg baik yg,1
12044,ozil revan papua kst papua teroris,2
12045,perintah kabupaten pemkab lumajang jawa timur evaluasi meta merk merk minyak goreng alami naik harga pasar jumat baca lengkap,0
12046,politik yakin sbg vitamin pulih ekonomi ekonomi dorong berkat belanja politik,1
12047,djoentak tuh provokator,2
12048,negara rusak radikalisme agama dn rusak radikalisme agama dibiarksn,0
12049,tani tambak bandeng meunasah asan bina desa bsi aceh tembus ekspor korea bukti peduli perintah tani,1
12050,cok gk menginfluence orang atheis pikir kalo lu kaga terima pikir yaudah gausah bawa jaman nabi deh lu bawa dikit dikit rang kaya tero,2
12051,lia turu to sam sis capo provokator kae yo tangkap no,0
12052,chotimah anies presiden utang aibon aja segitu,0
12053,skrang gak edar lg,2
12054,ayo tolak bentuk radikalisme terorisme wilayah hukum polres tapsel,1
12055,kudu dilabelin teroris radikal biar gercep usut hehe,0
12056,inj terorisme,0
12057,abud ohh nih korban tipu kali yg ngomonk wakil perintah daerah malu,0
12058,,2
12059,lintaaang ga bincang serius bahas politik negeri,2
12060,anies presiden hti kibar fpi pulih teroris jaya,0
12061,anies sukses bikin jakarta ga macet perintah pusat yg sukses bikin orang wfh asli mah ga kerja jalan gak ubah baik,0
12062,politik kepala negara tekan tnipolri libat politik aktif jaga situasi kondusif masyarakat,1
12063,provokator sebar hoax ditangkep mewekitu brimob,0
12064,zelensky adlh provokator perang,0
12065,presiden jokowi resmi bendung kuwil kawangkoan,1
12066,perintah tutup mata gak bos kerja keras bukti baik nomor dunia lho,1
12067,saewad terorisme ga agama ustat ga akhlaq ilmu allah yg,2
12068,viel zu teuer viele pendler werden nicht umsteigen vom auto abo ist bei kndigung zahlen ist nur digital ist mindestens kostet es oder sogar noch mehr ein gutes gesetz dass die politik mal,0
12069,ny antari jaya negara serah bantu ratus paket sembako kader pkk camat lengkap,1
12070,politik very brave,0
12071,ktp palsu udah aneh palsu kriminal ya jd instansi perintah consciously did this,0
12072,,1
12073,proses hukum provokator papua,0
12074,perintah resmi rkuhp,1
12075,kelompok kkb bersih aksi yg laku terorisme tindak kriminal korban kkb pikir ham orang,0
12076,sih motif curi duga teroris yah elegan hadehh,0
12077,kerja ganjar nyata hasil bangun indonesia masyarakat sulawesi selatan suka presiden ganjar,1
12078,sbg masyarakat aja jerat hukum dg uu ite tp knp media yg abal bebas berekspresiapalagi menkominfonya dr nasdem yg partai usung bp politik identitas dukung gerombol radikal khilafaisbisa,0
12079,jeul presiden baik karno,1
12080,ssanto cnn indonesia emang getol media corong rezim kowi provokator,0
12081,pake dalih indikasi teroris yak,0
12082,aceh presiden resmi pabrik pupuk serah kur,2
12083,akibat teroris sda tdk adajdi lampias sopir taxi online,0
12084,semangat lupa ngopi ganjar presiden baik,1
12085,provokator busuk lu gereja fasilitas balai temu ruang sekolah sana fasilitas dalam gereja hadeeehhh didu meretweet cuit,0
12086,kayak gin nih bikin teroris tambha semangat,0
12087,ynwa anakkolong moeldoko typo radikalisme,2
12088,milik kendara pasti jaga kendara milik kunci ganda aman alangkah baik bcamfriends milik gps tracker,1
12089,iya teroris kadrun turun abu jahal basmi ngebom nama agama bunuh nama agama bikin rusak agama agama rusak gegara kadrun turun abu jahal turun abu jahal musnah,0
12090,tampa partai politik coba pikir pakai akal yg merdeka jgn emosi klau merdeka,0
12091,perintah mereplikasi kisah sukses komoditas tambang muncul rencana larang ekspor bauksit tembaga,2
12092,terorisme agama,0
12093,rapim presiden jokowi tekan tni polri milik visi cipta bagi tugas dukung program bijak perintah jaga situasi kondusif masyarakat,2
12094,terorisme agama,2
12095,mandat presiden turun angka miskin ganjar pranowo fokus kerja muh sechan umur pledis psycho,1
12096,tangkal radikalisme junjung nilanilai pancasila,1
12097,nu diri awal merdeka satu indonesia kali konsisten gar anti radikalisme,1
12098,foto presiden,2
12099,napi terorisme lapas merah mata palembang ikrar setia nkri,2
12100,nasdem desak perintah lembaga independen kait gagal ginjal anak,2
12101,derama dukung telolet eh teroris jijik sekaleee,0
12102,die hat jahre lang die politik bestimmt wollen wir weiteren ideologischen wahnsinn beenden gibt es nur eines via,0
12103,otsus bukti maju papua prioritas perintah,1
12104,gak percaya polisi laku ujar benci provokator lempar official baya baracuda baya blm ketangkappelaku lempar bus persis arema aja tangkap dikanjuruhan tdk,0
12105,anis masuk wilayah politik,0
12106,provokator,0
12107,frenky tegak hukum perintah satu lawan korupsi indonesia,1
12108,sukses dukung presiden yapak,1
12109,ban szovjet csapatok ukrn volt de hogy rd is kitrjek te hs varga jzsef arc meg minden nlkl te egy msik tomport talltl nyelvednek te egy kis kisszer kistl fizetett provoktor vagy,0
12110,hadir menteri kepala lembaga perintah nonkementerian narasumber eksternal agenda tahun polri rapim polri hadir jabat utama mabes polri kapolda indonesia,2
12111,islam jaga tdk rusak bangun opini islam agama teroris,2
12112,indonesia maju bijak perintah presiden ganjar ganjar bangun baik moga kalimant,1
12113,anak bangsa yg sekolah jaga sopan santun orang habis depan gak sempat yg barangkali sukses sekolah pikir si anak tolak sekolah mana,0
12114,teroris opm tertawa,0
12115,wapres perintah usut sebab gagal ginjal anak,1
12116,baik hormat presiden bangsa yg sy dengar presiden,1
12117,capres politik indentitas radikalisme pilih presiden ri yg binika tunggal ika panca sila bawa mana negara cinta dg idilogi kilafahnya hancur suria irak yaman yg bikin negara,0
12118,duga teroris muslim gerebek tembak mati teroris yg babi buta laku beda why,0
12119,indonesia negara sejahtera mbak kalo perintah ga masu disalahin ya yaudah mundur aja hehehe,0
12120,kkb teroris serius nanya,2
12121,tunggu ngaku muslim daftar kelompok teroris densus nyasar kotak amal sono papua,0
12122,die politik der zune verstrkt nur das elend der menschen und spielt den schleppern in die hnde genau das sage ich auf in der sendung report anlsslich des eusondergipfels die ganze sendung kann man hier sehen,0
12123,lo mah tinggal ngetik doang dukung anak jakarta ngeboikot keos aparat suporter luka lo tinggal nonton doang bangsat lo sepakbola arema aje goblok provokator lo lo aje jkt tuh suporter,0
12124,pura nya investor usir investasi nya serah masyarakat pikir anjing itutua kog provokator,0
12125,tnipolri netral jaga kondusifitas milu,1
12126,mardiono masyarakat aktif kreatif buka peluang kerja manfaat potensi sumber daya alam aceh dukung bijak perintah,1
12127,la miss komunikasi provokator anarkis main hakim proses hukum yg ganti rugi mobil,0
12128,cape anj ngejaga asa orang wae teh maksud yg mood swing tp aing yg kudu jaga lisan sikap bagong sia,0
12129,sparatis amp,2
12130,agever ingaingating ma yg mangkas hukum imam cabul ma yg mangkas hukum munarboy ma yg bebas ngustad preman yg mukulin anak ma instansi yg bekerjasama perintah at,0
12131,israel is real teroris,0
12132,ava gua lucu ga,2
12133,cewek kali yg chat cowok aja gue pacar temen cowok kali temennya cowok gue jaga asa cewek gue,1
12134,koruptor teroris,2
12135,biar kst teroris leluasa bunuh tebar teror masyarakat,0
12136,samosir idola kadrun emang goblok orangnyanoel ga dianggep si dukung teroris trus dipecateh bacot bilang ga tuju periode dasar sampahbiarlah gabung sampahpadahal kelompok ganjar hepi kalo ga,0
12137,orang noel dendam kubu ganjar jokowi copot komisaris salah nya dukung munarman sangka teroris,0
12138,bukti urus mui yg tangkap duga teroris faktagoblokmu junjung drunn,0
12139,nyata kuat agama sumbang aksi terorisme alas laku teroris bunuh masal,0
12140,masjuno sambut ikrar setia nkri narapidana terorisme kemenkumham banten tejo harwanto kakanwil banten,2
12141,presiden ssaja gabisa nuntasin rakyat jelata beking maen,0
12142,stop radikalisme,1
12143,isi teroris pantesan maksain orang,0
12144,one yg gagal cair proposal proposal gagal ubah provokator,1
12145,sie wussten dass dieses zeug schwerwiegende nebenwirkungen hervorbringen kann und auch tdlich sein kann schau dir die medien vom ausland an deutschland ist noch nicht so weit wir kommen als letztes zum aufwachen japan verkla,0
12146,polri kirim tank utk tumpas teroris kkb sirna dr papua aman rakyat rudal markas kkb tembak mati langgar ham urus yg aman raky,0
12147,id kadrun pojok panik tahu asu edan belakang pki jubah teroris,0
12148,polri ujung temu barang bukti teroris surat tugas rampok penuh setor,0
12149,moga beli belanja politik produkjasa negeri umkm,1
12150,rorismesioniste,0
12151,mbaksri bukti nyata faham radikalisme khilafah sdh masuk sistem perintah,0
12152,saewad kalo udh teroris papua yg beraksimelempem krn takut bilang langgar hampdhal korban udh banget kejam gak suara komnas ham utk korban teroris senjata papua,0
12153,mayoritas rakyat jelata hidup serba kurang kuasa serba lebih amp,0
12154,radikalisme musuh ganjar komitmen lawan nya salah satu cegah dar program gubernur ajar,1
12155,abis baca tread sm amp,2
12156,cocok bela teroris dukung anies,0
12157,noel noel niat busuk loe udah gue baca munarman loe mati mati bela munarman teroris loe pecat team projo salah loe,0
12158,presiden jokowi terima kasih pers nasional kontribusi bangsa negara,1
12159,miduk si anjink provokator coba hibur,0
12160,jokowi presiden baik,1
12161,semangat lupa ngopi ganjar presiden baik,1
12162,hoax provokator brimob,0
12163,hendrawardhana tweet kadruuun gagal dunk hastag ganti presiden turun presiden bukti jokowi menjabt suka caci tp aja nikmat blt pkh bantua,0
12164,gimana nama dinasti politik indonesia mundur pimpin orangorang kompeten,0
12165,ali kalo teroris tangan polisi bang kalo separatis tni kalo kkb biasa sipil tangan ya dokter,2
12166,hm chuaks,2
12167,yasli yazim kurallarina dikkat edecek halde degilim uzuntuden sende utanma olsa cevap yetistirmeyi birakip rezil tweetini silersin ahlaksiz provokator,0
12168,sih yg bilang presiden baik soekarno,2
12169,peduli partai nasdem hidup masyarakat indonesia perintah ambil tindak,0
12170,geri dnnce haber ver dndm diye gelip yzne ift laf edicem vatansz provokator,0
12171,presiden jokowi baik mantap,1
12172,mafia iso dadi provokator sumpil,0
12173,presiden ganjar baik bangun ganjar,1
12174,ambisi politik wajar pandai menginsyafi batas etika,2
12175,aktivis waspada gempa suriah ladang donasi jaringanteroris,0
12176,tunduk jaga pandang,2
12177,pa dil teroris sa yo nn depi konnen on moun nan baay sa nimero pap anrejistre sou tlf mwen,2
12178,tolong jahat dukung teroris tolong partisipasi upacara rezim kotor brutal tindas bunuh rakyat iran ri,0
12179,syekh ahmad mahmud asysyarif,2
12180,keren emang herindra wamenhan herindra perintah upaya tingkat sektor ekonomi masyarakat indonesia kerja wamenhan herindra loyal baik ri,1
12181,tumpang sus air lolos maut kkb teroris asli papua matamata tembak,2
12182,clev tri lek ali yaa,0
12183,hijrah bu tdk apatapi ujung terorisme,0
12184,serious ga sih negara tangan teroris berani teroris boongan,0
12185,kkb teroris jd hrs dimusnakan jgn yg bui tp bumi hangus aparat kirim kesana utk bunuh teroris utk bunuh,0
12186,pa on je ivo bie voli pornie,2
12187,kurang kalo jokowi jd presiden duh narasi dejavu,2
12188,puan maharani rekam jejak dunia politik amp,2
12189,warga nu wajib dukung pelihara partai bangkit bangsa pkb satusatunya partai politik warga nu pkb fauzifawaz,1
12190,wow bang noel semangat ganjar presiden youtube hiiihiiihii lucu jujur,1
12191,kirim papua tu asli teroris biar pesat prestasi,0
12192,si eben lacur politik murah sakit hati pecat komisaris,0
12193,tangkap duga teroris komentar tangkap kkb papua kalo teroris gabung kkb biar aman,0
12194,duga teroris tangkap lampung utara selatan,2
12195,perintah komitmen selesai ham papua,1
12196,yuk lawan provokator pecah belah bangsa yg suka upload hoax framing yg sesat,0
12197,calon presiden usung partai main sirkus usung badut badut politik sisa jilat orba,2
12198,itu logika lu yg gw jadiin contoh kerang pikir logiko lu yg kayak tulis kuning lmao gitu aja gak ngerti emang lunya aj yg gak logika sekolah lg yuk jgn jd simpatisan teroris,0
12199,kelompok separatis teroris papua bakar pesawat,0
12200,kanwil kemenkumham bal dorong wujud one village one brand kakanwil kemenkumham bal gelar koordinasi perintah kabupaten buleleng,2
12201,sampai apel gelar ops bina kusuma kayak ipda taha tekan aman layan masyarakat himbauan paham radikalisme polri,1
12202,afiliasi dngn teroris,0
12203,media sosial ruang publik kerap manfaat kelompok sebar radikalisme literasi digital harus tangkal paham radikal terorisme masyarakat hanyut dalam,1
12204,indah cinta dlm hati dlm diam kagum dlm doa jaga dlm harap krn sikap sll jujur dri ribu romantis,1
12205,noel pecat noel kadrun teroris,0
12206,vielleicht ist frau drge im denken einfach zu schlicht um eine rolle in der politik spielen zu knnen,0
12207,bijak presiden ganjar baik bangsa indonesia mari dukung bijak presiden ganjar,1
12208,ali bang udah tetap teroris ya gitu beda laku dgn teroris islam,0
12209,lawan radikalisme pengaruh,1
12210,jarasch der globus lacht ber alle deutsche politiker bzw ber diese politik,0
12211,mein blick in deutschland via pistorius darf keine kriegspartei werden art politik aus ck im vom,2
12212,teroris opm bikin tunduk cebong,0
